row_index,operands,actual,pred_col,iter,pred,A1,A2,P1,P2,error_type
363,"1000,4377,4473,9999","1000,4377,4473,9999",pred_iter_250,250,"1000,4373,4477,9999",4377,4473,4373,4477,swap_last_digit
364,"1000,4379,4875,9999","1000,4379,4875,9999",pred_iter_250,250,"1000,4375,4879,9999",4379,4875,4375,4879,swap_last_digit
366,"1000,4407,4704,9999","1000,4407,4704,9999",pred_iter_250,250,"1000,4404,4707,9999",4407,4704,4404,4707,swap_last_digit
372,"1000,4448,4645,9999","1000,4448,4645,9999",pred_iter_250,250,"1000,4445,4648,9999",4448,4645,4445,4648,swap_last_digit
373,"1000,4469,4566,9999","1000,4469,4566,9999",pred_iter_250,250,"1000,4466,4569,9999",4469,4566,4466,4569,swap_last_digit
376,"1000,4479,4675,9999","1000,4479,4675,9999",pred_iter_250,250,"1000,4475,4679,9999",4479,4675,4475,4679,swap_last_digit
377,"1000,4489,4788,9999","1000,4489,4788,9999",pred_iter_250,250,"1000,4488,4789,9999",4489,4788,4488,4789,swap_last_digit
389,"1000,4577,4771,9999","1000,4577,4771,9999",pred_iter_250,250,"1000,4571,4777,9999",4577,4771,4571,4777,swap_last_digit
391,"1000,4586,4784,9999","1000,4586,4784,9999",pred_iter_250,250,"1000,4584,4786,9999",4586,4784,4584,4786,swap_last_digit
395,"1000,4619,4818,9999","1000,4619,4818,9999",pred_iter_250,250,"1000,4618,4819,9999",4619,4818,4618,4819,swap_last_digit
396,"1000,4628,4824,9999","1000,4628,4824,9999",pred_iter_250,250,"1000,4624,4828,9999",4628,4824,4624,4828,swap_last_digit
398,"1000,4629,4828,9999","1000,4629,4828,9999",pred_iter_250,250,"1000,4628,4829,9999",4629,4828,4628,4829,swap_last_digit
401,"1000,4648,4844,9999","1000,4648,4844,9999",pred_iter_250,250,"1000,4644,4848,9999",4648,4844,4644,4848,swap_last_digit
404,"1000,4676,4774,9999","1000,4676,4774,9999",pred_iter_250,250,"1000,4674,4776,9999",4676,4774,4674,4776,swap_last_digit
406,"1000,4679,4877,9999","1000,4679,4877,9999",pred_iter_250,250,"1000,4677,4879,9999",4679,4877,4677,4879,swap_last_digit
430,"1000,4822,4921,9999","1000,4822,4921,9999",pred_iter_250,250,"1000,4821,4922,9999",4822,4921,4821,4922,swap_last_digit
436,"1000,4867,4963,9999","1000,4867,4963,9999",pred_iter_250,250,"1000,4863,4967,9999",4867,4963,4863,4967,swap_last_digit
439,"1000,4869,4968,9999","1000,4869,4968,9999",pred_iter_250,250,"1000,4868,4969,9999",4869,4968,4868,4969,swap_last_digit
441,"1000,4889,4986,9999","1000,4889,4986,9999",pred_iter_250,250,"1000,4886,4989,9999",4889,4986,4886,4989,swap_last_digit
442,"1000,4889,4988,9999","1000,4889,4988,9999",pred_iter_250,250,"1000,4888,4989,9999",4889,4988,4888,4989,swap_last_digit
463,"1000,5118,5317,9999","1000,5118,5317,9999",pred_iter_250,250,"1000,5117,5318,9999",5118,5317,5117,5318,swap_last_digit
464,"1000,5119,5318,9999","1000,5119,5318,9999",pred_iter_250,250,"1000,5118,5319,9999",5119,5318,5118,5319,swap_last_digit
466,"1000,5169,5363,9999","1000,5169,5363,9999",pred_iter_250,250,"1000,5163,5369,9999",5169,5363,5163,5369,swap_last_digit
470,"1000,5217,5715,9999","1000,5217,5715,9999",pred_iter_250,250,"1000,5215,5717,9999",5217,5715,5215,5717,swap_last_digit
480,"1000,5314,5613,9999","1000,5314,5613,9999",pred_iter_250,250,"1000,5313,5614,9999",5314,5613,5313,5614,swap_last_digit
481,"1000,5317,5714,9999","1000,5317,5714,9999",pred_iter_250,250,"1000,5314,5717,9999",5317,5714,5314,5717,swap_last_digit
482,"1000,5337,5433,9999","1000,5337,5433,9999",pred_iter_250,250,"1000,5333,5437,9999",5337,5433,5333,5437,swap_last_digit
487,"1000,5376,5775,9999","1000,5376,5775,9999",pred_iter_250,250,"1000,5375,5776,9999",5376,5775,5375,5776,swap_last_digit
488,"1000,5379,5478,9999","1000,5379,5478,9999",pred_iter_250,250,"1000,5378,5479,9999",5379,5478,5378,5479,swap_last_digit
490,"1000,5389,5784,9999","1000,5389,5784,9999",pred_iter_250,250,"1000,5384,5789,9999",5389,5784,5384,5789,swap_last_digit
493,"1000,5459,5755,9999","1000,5459,5755,9999",pred_iter_250,250,"1000,5455,5759,9999",5459,5755,5455,5759,swap_last_digit
495,"1000,5486,5584,9999","1000,5486,5584,9999",pred_iter_250,250,"1000,5484,5586,9999",5486,5584,5484,5586,swap_last_digit
496,"1000,5488,5787,9999","1000,5488,5787,9999",pred_iter_250,250,"1000,5487,5788,9999",5488,5787,5487,5788,swap_last_digit
498,"1000,5515,5713,9999","1000,5515,5713,9999",pred_iter_250,250,"1000,5513,5715,9999",5515,5713,5513,5715,swap_last_digit
504,"1000,5547,5641,9999","1000,5547,5641,9999",pred_iter_250,250,"1000,5541,5647,9999",5547,5641,5541,5647,swap_last_digit
511,"1000,5576,5672,9999","1000,5576,5672,9999",pred_iter_250,250,"1000,5572,5676,9999",5576,5672,5572,5676,swap_last_digit
512,"1000,5584,5781,9999","1000,5584,5781,9999",pred_iter_250,250,"1000,5581,5784,9999",5584,5781,5581,5784,swap_last_digit
517,"1000,5638,5731,9999","1000,5638,5731,9999",pred_iter_250,250,"1000,5631,5738,9999",5638,5731,5631,5738,swap_last_digit
518,"1000,5645,5944,9999","1000,5645,5944,9999",pred_iter_250,250,"1000,5644,5945,9999",5645,5944,5644,5945,swap_last_digit
523,"1000,5669,5768,9999","1000,5669,5768,9999",pred_iter_250,250,"1000,5668,5769,9999",5669,5768,5668,5769,swap_last_digit
524,"1000,5673,5971,9999","1000,5673,5971,9999",pred_iter_250,250,"1000,5671,5973,9999",5673,5971,5671,5973,swap_last_digit
525,"1000,5679,5776,9999","1000,5679,5776,9999",pred_iter_250,250,"1000,5676,5779,9999",5679,5776,5676,5779,swap_last_digit
526,"1000,5687,5985,9999","1000,5687,5985,9999",pred_iter_250,250,"1000,5685,5987,9999",5687,5985,5685,5987,swap_last_digit
532,"1000,5758,5855,9999","1000,5758,5855,9999",pred_iter_250,250,"1000,5755,5858,9999",5758,5855,5755,5858,swap_last_digit
533,"1000,5758,5955,9999","1000,5758,5955,9999",pred_iter_250,250,"1000,5755,5958,9999",5758,5955,5755,5958,swap_last_digit
